ID,Sentence,Micaela,Shantina,Danyi,Gold
015_1972-2183,"This is the opinion of Cassandra A. Okechukwu, assistant professor at the Harvard School of Public Health who declared of the Finnish findings that “people are self-medicating” due to work-life time constraints.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_2187-2345,"Alternatively, Dr Richard Wise, psychologist at Windana Drug and Alcohol Recovery, believes the relationship between work and drinking may be bi- directional.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_2346-2497,"“As stress increases the activity of brain regions responsible for drug seeking and craving, stressful work is often ‘addictive’ in itself,” says Wise.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_2498-2633,"“This could be a self-perpetuating cycle – work causes stress, which renders people more prone to addictions to substances and work.”",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_2635-2914,"Significantly, the study itself does not claim to prove a causation – leaving open the possibility to discuss the pink elephant that lurks in the room behind all social discussions of problem drinking: the prevalent, if sometimes well-camouflaged, existence of actual alcoholics.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_2918-3102,"Writing in Business Insider, journalist Kevin Loria asked of the study: “Long hours may not cause dangerous drinking, but why is there a relationship between those two things at all?”",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
015_3102-3183,"The answer is this: there is not one clear relationship, but potentially several.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_3184-3313,"We know, for example, that those suffering active alcoholism seek out environments that facilitate and camouflage their drinking.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_3313-3355,Why would the workplace be an exception?,RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
015_3358-3582,"Demanding jobs not only deliver alcoholics out of the worksite just in time for socially-acceptable drinking hours, but the stresses associated with long- hours work provide pretexts aplenty for “self-medicating” with booze.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_3582-3749,"Our community continues to excuse the practise of drowning one’s sorrows, but forgotten is that active alcoholics often go looking for sorrows in order to drown them.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_3753-3950,The recovery community calls this phenomenon “drinking on it” – it’s not hard to find a pretext to slam down some craved-for cold ones at the end of the day if you’ve just spent 10 hours at a desk.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_3951-4089,"And if there’s one thing an alcoholic can use to deny the extent of their drinking, it’s the company of others who share the same problem.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_4090-4207,The common logic of alcohol addiction brings alcoholics together in work environments as much as it does social ones.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_4211-4692,"Yet while study after study identifies alcohol as a health, economic and justice burden on the community, and with the statistical acknowledgement that 3.7 million Australians are currently “drinking at long-term risky levels”, we’re still – still – struggling to break our social addiction to the old stereotypes of alcoholics being weak-willed, staggering hobos rather than predominantly people with jobs, relationships and families who are sick with a dangerous medical problem.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_4693-4856,"If we choose to believe someone is drinking because they work long hours, we may be ignoring that someone is working long hours because it enables their drinking.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_4859-5006,A failure to identify behaviours symptomatic with alcoholism delays treatment and increases the danger alcoholics pose to themselves and to others.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_5006-5142,"Go back and look at the figures above: 5,500+ deaths and 150,000+ hospital admissions a year are not the result of mere casual tipples.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_5143-5246,They’re the stats of widespread abuse that needs more than loose causation and euphemisms to treat it.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_5249-5355,The Finnish study is valuable because it identifies a possible workplace component to the alcohol problem.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
015_5356-5480,"With 3.7 million Australians presently at risk, the time is now to be realistic that a broader context of alcoholism exists.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_0-116,"FILE -- Sept. 18, 2007: The flags of member nations fly outside of the United Nations headquarters in New York. (AP)",OTHER-FORM,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
016_120-308,"Tomas Mamani, of La Paz, Bolivia, left, poses for a photo with Nyasha Zimucha, a native of South Africa now living in New York, outside United Nations headquarters, Monday, Sept. 22, 2014.",FACT-TESTIMONY,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
016_309-376,The World Conference on Indigenous Peoples began Monday at the U.N.,FACT-TESTIMONY,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
016_377-423,(AP Photo/Jason DeCrow) (The Associated Press),NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
016_427-562,"Tomas Mamani, of La Paz, Bolivia, looks at his camera after taking a photo outside United Nations headquarters, Monday, Sept. 22, 2014.",FACT-TESTIMONY,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
016_563-630,The World Conference on Indigenous Peoples began Monday at the U.N.(AP Photo/Jason DeCrow) (The Associated Press),FACT-TESTIMONY,NON-ARGUMENT,FACT-TESTIMONY,FACT-TESTIMONY
016_681-735,Defaulting on sovereign debt is never a good strategy.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_736-755,Just ask Argentina.,OTHER-FORM,OTHER-FORM,OTHER-FORM,OTHER-FORM
016_756-919,The South American nation has defaulted 10 times—most recently this summer—on its international obligations and has experienced sharp economic decline as a result.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_920-1003,"In the early 1900s, Argentina ranked among the world’s top 10 in per capita income.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
016_1004-1035,"By 2012, it had fallen to 55th.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
016_1039-1298,"Rather than learn anything from this unhappy history, however, Argentina is opting for stubbornness, bullying and intimidation of its debt-holders, all with a helping hand from the United Nations, as it refuses to pay back bondholders for billions of dollars.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_1302-1315,ADVERTISEMENT,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
016_1319-1332,ADVERTISEMENT,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
016_1336-1449,What Argentina wants is to establish “a multilateral legal framework for sovereign debt restructuring processes.”,FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
016_1450-1673,"Such a multilateral endeavor -- established, run, and funded by governments -- will no doubt be more sympathetic to financial deadbeats like Argentina than a U.S. court that has to give equal standing to the private sector.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_1677-1971,"It’s also the kind of thing that the United Nations loves to endorse: high- minded and technical sounding, larded with ostensible respect for international legal processes, and standing above any single national interest—with absolutely no chance whatsoever that it will be any of these things.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_1975-2164,"Sure enough, Argentina has successfully rallied a majority of U.N. member nations to join in denouncing Argentina’s debt holders and endorsing its multilateral debt restructuring framework.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_2164-2273,"This September the U.N. General Assembly voted 124-11, with 41 abstentions, to support Argentina’s position.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
016_2277-2382,"The U.N. Human Rights Council soon followed suit, adopting a similar resolution 33-5, with 9 abstentions.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
016_2382-2612,"The notorious Council, which includes some of the world’s worst human rights violators in its membership, got involved because it says excessive debt is an impediment to full realization of “social, economic and cultural” rights.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
016_2616-2862,"It is certainly true that debt defaults take a huge toll because the defaulting country loses access to international financial markets and foreign exchange, limiting its ability to finance expenditures and obligations and pay for imported goods.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_2863-2931,The end result is typically sharp recession and rising unemployment.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_2932-3039,"But Argentina’s latest default is is different from earlier defaults, which were driven by economic crises.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_3040-3201,"The 2014 crisis, though rooted in a previous $100 billion default that occurred 13 years ago, is a deliberate—and unnecessary—choice of the Argentine government.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_3205-3316,"In 2005 and 2010, Argentina offered to exchange bonds that it had defaulted on at about 35 cents on the dollar.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
016_3316-3381,"Eventually, about 93 percent of debt holders agreed to the swap.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
016_3382-3511,"Some debt holders, however, held out and went to U.S. court arguing that Argentina had to pay them the full value of their bonds.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
016_3512-3658,"In 2012, a U.S. judge ruled in their favor and further ruled that any financial institution that assisted in partial payment would be in contempt.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
016_3662-3824,"Following the court’s ruling, Argentina could have complied or at least paid interest on the bonds while trying to renegotiate a more favorable debt arrangement.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
016_3824-3968,"Instead, this summer it decided to pay nothing, abandon negotiations, and rely on demagoguery to press its case in the court of public opinion.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
016_3971-4049,Argentina has denounced its debt holders—shrilly and often—as “vulture” funds.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
016_4050-4179,"Of course, it never mentions that it was Argentina that voluntarily issued the debt in the first place, presumably in good faith.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_4180-4305,Nor does it acknowledge that the government’s own reckless economic policies precipitated the debt crisis in the first place.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_4309-4417,"If you think that sort of dishonest name-calling would fall on deaf ears, you don’t know the United Nations.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_4418-4555,Argentina’s success in rallying a majority of U.N. member nations to join in denouncing the debt holders results from an underlying fact.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_4556-4843,"At the U.N. the agenda of many developing nations consists of blaming others for the consequences their poor economic choices and demanding that the developed nations provide more aid, less accountability for money already given, and no right to object when feckless countries misbehave.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_4847-4921,The U.N. resolutions in support of Argentina do not have the force of law.,FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
016_4922-5087,But the intended goal is clearly to establish a “a multilateral legal framework for sovereign debt restructuring processes” via a treaty or international convention.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
016_5088-5154,"Historically, U.N. resolutions are the first step in this process.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_5158-5319,"That is clearly the hope of Hector Timerman, Argentina’s Minister for Foreign Affairs, who made clear why his country had pressed so hard to get the resolutions.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_5320-5390,"“Vulture funds will not stop until we put the brake on…,” he declared.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
016_5391-5550,"“The resolution not only condemns vulture’s activities, but also urges the UN to investigate their behavior and analyze their effect over sovereign economies.”",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
016_5554-5679,"In other words, he is arguing: Let’s point the finger at someone else to avoid responsibility for our own economic failings.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
016_5682-5932,"As the U.S. made clear in its statement opposing the effort, if the terms of debt obligations are subject to review, renegotiation, or negation by a government as it feels like it, the cost of lending to everyone will rise to meet the perceived risk.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_5933-6025,Indeed many countries may find it impossible to access international capital markets at all.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_6026-6173,"And many of the countries hardest hit will be a lot poorer than Argentina, a middle income country that has never learned to live within its means.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_6177-6279,U.N.-endorsed demagoguery is no way to resolve a problem of habitual economic and fiscal incompetence.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
016_6279-6422,"Unfortunately, however, it may be an effective means for seducing other countries to join Argentina in the misery of being a financial pariah.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_0-145,Argentina has chosen a certain path for development that is diametrically opposed to what is required to mitigate the problems of climate change.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_145-277,"And as Argentinean representatives attend the Climate Change Summit in Peru, it’s worth looking at its poor environmental record.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_279-450,"Average temperature in the southern region of Patagonia has increased one degree Celsius in the last 50 years, provoking the retreat of the largest glaciers in the region.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
017_451-655,"During the same period, rains increased by 10 percent in the east; severe flooding in northeastern Argentina has been linked to the change in the use of the land and the deterioration of local ecosystems.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
017_656-799,"In addition, the country has suffered from increased sea levels, reduction in fresh water bodies, desertification, severe storms and tornadoes.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
017_803-930,"Argentina has a rate of deforestation of 0.8 percent per year - twice that of the Amazon region, or about 26 hectares per hour.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_931-1069,"Despite the Forest Act coming into force in February 2009, over one million hectares of native woods were destroyed between 2009 and 2012.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_1070-1228,The Forest Act budget for 2015 has been set at just 300 million pesos ($27m) instead of the 3.1 billion pesos ($364m) as requested by environmental activists.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_1229-1365,"The national government has consistently failed to properly fund the implementation of the Forest Act, making it completely ineffective",ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_1368-1628,"Local governments continue to authorise the deforestation of protected woods at the request of local landowners, generating a serious environmental impact, the displacement of indigenous and peasant populations and the persecution of environmental activists",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
017_1629-1891,"While high temperatures continue to push the consumption of electricity to record levels and demand for electricity is set to grow at an average of 5.5 percent per year, Argentina is far from achieving its target of 8 percent renewable energy generation by 2016.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_1892-1991,"In 2013, investment for smaller scale hydro clean energy fell 70 percent from $2.7bn to just $153m.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_1992-2086,"At the end of 2012, only 1.4 percent of all electricity produced was from renewable resources.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_2090-2288,"Meanwhile in 2013, the Supreme Court lifted an embargo on Chevron's assets in Argentina, so it could enter into an agreement to exploit the shale gas site at Vaca Muerta, in the province of Neuquen.",ASSERTION,FACT-TESTIMONY,ASSERTION,ASSERTION
017_2288-2403,"Chevron, which has been condemned by courts in Ecuador for environmental damage, has pledged $1.5bn to develop it.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
017_2403-2487,"Each of the 1,500 planned fracking wells will use up to 12 million litres of water.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_2488-2629,The Mapuche indigenous communities living nearby oppose the development as it will increase contamination of their subterranean water supply.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_2633-2890,"Argentina is the third largest producer of soy after the US and Brazil, exporting practically all of its production to Europe and China and providing much needed revenue for the government at a time when it faces increased demands to pay its external debts.",ASSERTION,FACT-TESTIMONY,ASSERTION,ASSERTION
017_2894-3085,The use of soy for biofuels has promoted deforestation and its expansion has generated enormous greenhouse gas emissions due to the loss of forest mass and the changes in the use of the land.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_3089-3309,"Thanks to a reduction in the taxation of biofuel exports and other tax incentives, the production of biodiesel reached a historical record in September 2014, totalling nearly 1.9m tonnes in the first nine months of 2014.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
017_3310-3390,"In the last few years, the area for maize cultivation for biofuel has increased.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_3391-3607,"Greenpeace points out that corn-based bioethanol has an extremely poor energetic balance, while civil society organisations question the use of agricultural land to produce grains to feed machines rather than people.",FACT-TESTIMONY,ASSERTION,ASSERTION,ASSERTION
017_3611-3642,"Still, there are signs of hope.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_3643-3769,"On December 3, the Argentinean Senate approved tax incentives for the generation of electricity from renewable energy sources.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
017_3770-3829,The Chamber of Deputies is likely to make it law next year.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
017_3830-3976,"But in light of Argentina's environmental record, there is clearly a lot of work yet to be done and many more laws and policies to be implemented.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_0-98,"For Armenia, its role as a reliable partner and ally of Russia has never faced any real challenge.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_99-183,Much of this reliance on Russia stems from essential security and economic concerns.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_187-427,"Armenia's security reliance on Russia is driven by a virtual state of war with neighbouring Azerbaijan, rooted in the Nagorno-Karabakh conflict, only exacerbated by the absence of ""normal"" diplomatic relations and closed border with Turkey.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_428-534,"And with the Turkish refusal to recognise the Armenian genocide, this threat perception is only magnified.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_538-677,"For small, landlocked Armenia, a strategic alliance with Russia is generally accepted as essential in the face of such inherent insecurity.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_677-861,"And beyond an imperative of security, Armenia also depends on Russia as a crucial source of remittances, or money sent home by large numbers of Armenians living and working in Russia.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_865-1027,"Yet, there is a surprisingly intense debate now under way within Armenia that seriously questions these fundamental pillars of the Armenian-Russian relationship.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
018_1030-1043,New challenge,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
018_1047-1186,"More specifically, this new challenge to Armenia's traditional reliance on Russia is driven by two significant factors: tragedy and timing.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_1194-1384,"A tragedy first triggered this turnabout when a rogue Russian soldier killed an entire Armenian family, save for a six-month-old infant who later died of his stab wounds, in Gyumri, Armenia.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_1388-1474,Gyumri is the country's second-largest city and the host of the Russian military base.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
018_1478-1628,"That senseless act of random violence in the early morning hours of January 12, sparked an immediate and spontaneous outpouring of grief and mourning.",ASSERTION,FACT-TESTIMONY,ASSERTION,ASSERTION
018_1632-1821,"But the initial shock and grief quickly turned to outrage, as Russian military officials seemed to take charge of the case with a heavy-handed disdain and disregard for local sensitivities.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_1825-1913,That perception was only deepened when Armenian officials were slow to respond or react.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_1917-2080,"It was this mishandling of the tragedy, even more than the murder itself, that then triggered a series of demonstrations and protests by local Armenians in Gyumri.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_2084-2304,"Fearing that the Russian conscript would be moved from his detention within the Russian base and likely returned to Moscow, local residents demanded that the self-confessed soldier be turned over to Armenian authorities.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_2308-2325,Calming tensions,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
018_2328-2640,"For its part, local Armenian officials and the prosecutor general scurried to calm tensions by first announcing that Armenian investigators were actively participating in the interrogation of the soldier, and then, once that did little to appease the protesters, vowed that the soldier would be tried in Armenia.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_2644-2895,"Amid the Armenian officials' wrangling over the legal process of the case, the absence of any higher level Armenian officials, and the failure of the Armenian president to declare a day of mourning or even make a statement, only escalated the tension.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_2899-3090,"And days later, no Armenian official attended the funeral of the murdered family, thereby triggering a fresh wave of indignant protests in the city, that later spread to the capital, Yerevan.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_3091-3269,The protests soon moved to the Russian consulate in Gyumri before culminating in a march on the Russian base as protesters broke through a police cordon to enter the base itself.,ASSERTION,FACT-TESTIMONY,ASSERTION,ASSERTION
018_3273-3325,"Yet, there is a deeper context to this public anger.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_3326-3459,"In fact, that family is only the latest victim in murders and shootings by Russian servicemen stationed at the Russian military base.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_3463-3584,"In 1999, two drunk Russian soldiers opened fire on a local market in the city, killing two and injuring dozens of others.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
018_3585-3718,"And in 2013, two children were killed by unexploded ordnance on an unguarded tank firing range on the premises of the Russian base.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
018_3720-3730,Bad timing,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
018_3734-3961,"Against this backdrop, the tragedy has also raised renewed questions of base security, with outrage that the armed soldier who reportedly deserted his post triggered no notice or alarm by Russian military personnel at the base.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_3965-4098,"Although this tragedy has prompted a new challenge to Armenian-Russian relations, it is also exacerbated by a second factor, timing.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_4101-4173,"The timing of this tragedy could not be much worse, for several reasons.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_4174-4403,"First, in 2013, in what many perceived as Russian pressure on its so-called ""strategic partner"", Armenia was forced to scrap its planned free trade deal with the European Union in favour of joining the Russian-led Eurasian Union.",FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY
018_4407-4521,"Second, a steady supply of arms and advanced weapons systems to Azerbaijan from Russia has sowed further distrust.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
018_4525-4827,"And most recently, the negative impact on the Armenian economy from western sanctions imposed on Russia, evident in a sudden depreciation of the Armenian currency and reflected in a steep decline in remittances, has only revealed the asymmetry and lack of parity in Armenia's ""partnership"" with Russia.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
018_4831-4942,It seems clear that this unexpected challenge to Armenia's reliance on Russia will not dissipate any time soon.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
021_0-57,Former Atlanta Fire Chief Kelvin Cochran (Fox 5 Atlanta),NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
021_60-146,Kelvin Cochran was five-years-old when he realized that he wanted to be a firefighter.,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_150-199,"“My family was very, very poor,” Cochran told me.",FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_200-291,"“We were living in a shotgun house in an alley – three big brothers, two little sisters.”",FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_293-306,ADVERTISEMENT,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
021_310-323,ADVERTISEMENT,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
021_327-427,One Sunday afternoon the Cochran children heard a fire truck stop across from their neighbor’s home.,ANECDOTE,ANECDOTE,FACT-TESTIMONY,ANECDOTE
021_428-461,Miss Maddie’s house was one fire.,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_465-579,"“That’s the day that God convicted me in my heart that I wanted to be a firefighter when I grew up,” Cochran said.",FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_580-670,“All I thought about growing up in Shreveport was not being poor and being a firefighter.”,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_674-730,And God granted Kelvin Cochran the desires of his heart.,ASSERTION,ANECDOTE,ASSERTION,ASSERTION
021_731-814,The little boy in the shotgun shack grew up to become the fire chief of Shreveport.,FACT-TESTIMONY,ANECDOTE,ANECDOTE,ANECDOTE
021_814-970,He was named the Atlanta fire chief in 2008 – a position he served until 2009 when was called to serve in the Obama Administration as a fire administrator.,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_971-1078,In 2010 he returned to Atlanta where he was unanimously confirmed to once again be the city’s fire chief.,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY,FACT-TESTIMONY
021_1080-1219,But now Chief Cochran’s storied career is up in smoke – all because of a book he wrote for a men’s Bible study group at his Baptist church.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
021_1223-1293,CLICK HERE TO FOLLOW TODD ON FACEBOOK FOR CONSERVATIVE CONVERSATION!,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
021_1295-1366,Atlanta Mayor Kasim Reed announced Tuesday that Cochran had been fired.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_1367-1474,The announcement came on the same day Cochran was supposed to return to work following a 30-day suspension.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_1478-1714,"“The LGBT members of our community have a right to be able to express their views and convictions about sexuality and deserve to be respected for their position without hate or discrimination,” Cochran told me in an exclusive interview.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_1715-1976,"“But Christians also have a right to express our belief regarding our faith and be respected for our position without hate and without discrimination. In the United States, no one should be vilified, hated or discriminated against for expressing their beliefs.”",FACT-TESTIMONY,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY
021_1980-2122,"Cochran had been suspended in November because of a passage he wrote about homosexuality in a book titled, “Who Told You That You Were Naked?”",FACT-TESTIMONY,FACT-TESTIMONY,RH-QUESTION,FACT-TESTIMONY
021_2123-2167,The book’s theme is about biblical morality.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
021_2170-2247,"“This is about judgment,” Mayor Reed said during a Tuesday press conference.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_2248-2356,“This is not about religious freedom. This is not about free speech. Judgment is the basis of the problem.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_2359-2460,Last November the mayor posted a public condemnation of the fire chief on his official Facebook page.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_2464-2608,"“I profoundly disagree with and am deeply disturbed by the sentiments expressed in the paperback regarding the LGBT community,” the mayor wrote.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_2609-2684,“I will not tolerate discrimination of any kind within my administration.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_2687-2827,The mayor went on to inform the public that Cochran had been suspended without pay and was ordered to complete a sensitivity training class.,ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
